date,product_id,quantity,netprice,price,discount,discountapplied,season,campaign_intensity
2022-03-17,ET4820200025,214,56182.44,56492.94,287.5,1,2,0.005089131
2022-03-18,ET4820200025,260,67188.6,67566.6,350,1,2,0.005180074
2022-03-19,ET4820200025,228,58248.44,58248.44,0,0,2,0
2022-03-21,ET4820200025,400,82478.84,83113.33,587.49,1,2,0.007068541
2022-03-22,ET4820200025,369,97885.38,98020.38,125,1,2,0.001275245
2022-03-23,ET4820200025,204,57300.26,57421.76,112.5,1,2,0.001959188
2022-03-24,ET4820200025,71,20198.7,20468.7,250,1,2,0.01221377
2022-03-25,ET4820200025,169,45255.23,45849.23,550,1,2,0.011995839
2022-03-26,ET4820200025,38,11533.34,11533.34,0,0,2,0
2022-03-28,ET4820200025,27,7235.73,7559.73,300,1,2,0.039683957
2022-03-29,ET4820200025,236,69815.12,70220.12,375.02,1,2,0.005340635
2022-03-30,ET4820200025,118,34965.66,35175.66,194.44,1,2,0.005527686
2022-03-31,ET4820200025,365,97659.99,99699.99,1888.78,1,2,0.018944636
2022-04-01,ET4820200025,16,4724.84,4799.84,69.44,1,2,0.014467149
2022-04-02,ET4820200025,90,26358.67,26358.67,0,0,2,0
2022-04-04,ET4820200025,32,9970.46,11199.67,1138.17,1,2,0.101625316
2022-04-05,ET4820200025,187,60646.02,60908.52,243.06,1,2,0.003990575
2022-04-06,ET4820200025,122,36184.67,37617.06,1326.31,1,2,0.035258205
2022-04-07,ET4820200025,330,100784.79,101327.29,502.32,1,2,0.004957401
2022-04-08,ET4820200025,255,78230.82,79560.82,1231.5,1,2,0.015478724
2022-04-09,ET4820200025,244,74094.63,74094.63,0,0,2,0
2022-04-11,ET4820200025,53,15361.96,17479.46,1960.68,1,2,0.112170513
2022-04-12,ET4820200025,394,117797,120684.5,2673.66,1,2,0.022154129
2022-04-13,ET4820200025,598,179463.96,181301.46,1701.42,1,2,0.00938448
2022-04-14,ET4820200025,353,107312.23,109587.22,2106.51,1,2,0.019222223
2022-04-15,ET4820200025,322,92865.06,95490.06,2430.6,1,2,0.025453958
2022-04-16,ET4820200025,208,60721.04,61771.04,972.24,1,2,0.015739414
2022-04-17,ET4820200025,157,45383.24,45383.24,0,0,2,0
2022-04-18,ET4820200025,113,29948.87,30386.37,405.1,1,2,0.013331635
2022-04-19,ET4820200025,883,235198.59,235373.59,162.04,1,2,0.000688437
2022-04-20,ET4820200025,691,184267.99,184267.99,0,0,2,0
2022-04-21,ET4820200025,610,162835.22,162835.22,0,0,2,0
2022-04-22,ET4820200025,935,249067.67,249067.67,0,0,2,0
2022-04-23,ET4820200025,533,142364.67,142364.67,0,0,2,0
2022-04-24,ET4820200025,136,36175.05,36175.05,0,0,2,0
2022-04-25,ET4820200025,199,53010.92,53010.92,0,0,2,0
2022-04-26,ET4820200025,766,203707.57,203707.57,0,0,2,0
2022-04-27,ET4820200025,406,108392.63,108392.63,0,0,2,0
2022-04-28,ET4820200025,516,136878.33,136878.33,0,0,2,0
2022-04-29,ET4820200025,695,186854.82,186854.82,0,0,2,0
2022-04-30,ET4820200025,825,246440.98,246440.98,0,0,2,0
2022-05-01,ET4820200025,3,899.97,899.97,0,0,2,0
2022-05-05,ET4820200025,60,17849.4,17849.4,0,0,2,0
2022-05-06,ET4820200025,387,115972.34,115972.34,0,0,2,0
2022-05-07,ET4820200025,415,118895.72,118895.72,0,0,2,0
2022-05-08,ET4820200025,299,89339.74,89339.74,0,0,2,0
2022-05-09,ET4820200025,27,8547.23,8547.23,0,0,2,0
2022-05-10,ET4820200025,462,140593.05,140790.01,182.38,1,2,0.001295404
2022-05-11,ET4820200025,83,26666.67,26719.17,48.61,1,2,0.001819293
2022-05-12,ET4820200025,89,29172.51,29172.51,0,0,2,0
2022-05-13,ET4820200025,437,132740.56,132740.56,0,0,2,0
2022-05-14,ET4820200025,166,56393.34,56393.34,0,0,2,0
2022-05-15,ET4820200025,130,44828.58,44828.58,0,0,2,0
2022-05-16,ET4820200025,42,12834.58,12879.58,41.67,1,2,0.003235354
2022-05-17,ET4820200025,449,135600.33,136247.83,599.55,1,2,0.004400437
2022-05-18,ET4820200025,665,207745.64,208948.14,1113.45,1,2,0.005328834
2022-05-19,ET4820200025,160,55310.75,55310.75,0,0,2,0
2022-05-20,ET4820200025,489,141690.38,141690.38,0,0,2,0
2022-05-21,ET4820200025,433,123354.8,123354.8,0,0,2,0
2022-05-22,ET4820200025,372,105950.92,105950.92,0,0,2,0
2022-05-23,ET4820200025,48,13708.32,13708.32,0,0,2,0
2022-05-24,ET4820200025,701,198918.56,198918.56,0,0,2,0
2022-05-25,ET4820200025,594,166905.35,166905.35,0,0,2,0
2022-05-26,ET4820200025,651,184472.17,184472.17,0,0,2,0
2022-05-27,ET4820200025,574,161175.22,161175.22,0,0,2,0
2022-05-28,ET4820200025,381,107656.52,107699.36,39.67,1,2,0.00036834
2022-05-29,ET4820200025,310,86925,86925,0,0,2,0
2022-05-30,ET4820200025,127,35966.86,36052.54,79.34,1,2,0.002200677
2022-05-31,ET4820200025,1152,327422.01,327422.01,0,0,2,0
2022-06-01,ET4820200025,386,108312.35,108312.35,0,0,3,0
2022-06-02,ET4820200025,24,6633.73,6633.73,0,0,3,0
2022-06-03,ET4820200025,175,53819.85,53819.85,0,0,3,0
2022-06-04,ET4820200025,97,32876.53,32929.03,48.61,1,3,0.001476205
2022-06-05,ET4820200025,72,25139.28,25139.28,0,0,3,0
2022-06-06,ET4820200025,12,4199.88,4199.88,0,0,3,0
2022-06-07,ET4820200025,191,64357.29,64357.29,0,0,3,0
2022-06-08,ET4820200025,72,25104.39,25104.39,0,0,3,0
2022-06-09,ET4820200025,90,30444.7,30444.7,0,0,3,0
2022-06-10,ET4820200025,163,51570.87,51570.87,0,0,3,0
2022-06-11,ET4820200025,163,49858.45,49858.45,0,0,3,0
2022-06-12,ET4820200025,2,582.48,582.48,0,0,3,0
2022-06-13,ET4820200025,3,953.97,953.97,0,0,3,0
2022-06-14,ET4820200025,512,153095.11,153095.11,0,0,3,0
2022-06-15,ET4820200025,253,75732.08,75732.08,0,0,3,0
2022-06-16,ET4820200025,295,91371.33,91419.03,44.17,1,3,0.00048316
2022-06-17,ET4820200025,2,635.98,635.98,0,0,3,0
2022-06-18,ET4820200025,3,953.97,953.97,0,0,3,0
2022-06-20,ET4820200025,329,102759.67,102759.67,0,0,3,0
2022-06-21,ET4820200025,251,78667.05,78667.05,0,0,3,0
2022-06-22,ET4820200025,77,24159.15,24206.85,44.17,1,3,0.00182469
2022-06-23,ET4820200025,58,18245.87,18245.87,0,0,3,0
2022-06-24,ET4820200025,35,10167.24,10167.24,0,0,3,0
2022-06-25,ET4820200025,12,3921.67,3921.67,0,0,3,0
2022-06-27,ET4820200025,18,5833.61,5833.61,0,0,3,0
2022-06-28,ET4820200025,15,4781.54,4781.54,0,0,3,0
2022-06-29,ET4820200025,11,3473.58,3473.58,0,0,3,0
2022-06-30,ET4820200025,20,6315.6,6315.6,0,0,3,0
2022-07-01,ET4820200025,5,1398.9,1398.9,0,0,3,0
2022-07-02,ET4820200025,8,2466.24,2466.24,0,0,3,0
2022-07-04,ET4820200025,29,8916.42,8916.42,0,0,3,0
2022-07-05,ET4820200025,23,7214.09,7214.09,0,0,3,0
2022-07-06,ET4820200025,16,4916.67,5011.74,88.03,1,3,0.017564758
2022-07-07,ET4820200025,11,3431.63,3431.63,0,0,3,0
2022-07-13,ET4820200025,18,5609.04,5609.04,0,0,3,0
2022-07-14,ET4820200025,10,3157.8,3157.8,0,0,3,0
2022-07-15,ET4820200025,15,4736.7,4736.7,0,0,3,0
2022-07-16,ET4820200025,3,947.34,947.34,0,0,3,0
2022-07-18,ET4820200025,17,5068.26,5068.26,0,0,3,0
2022-07-19,ET4820200025,5,1752.2,1752.2,0,0,3,0
2022-07-20,ET4820200025,8,2698.15,2698.15,0,0,3,0
2022-07-21,ET4820200025,2,659.98,659.98,0,0,3,0
2022-07-22,ET4820200025,2,659.98,659.98,0,0,3,0
2022-07-23,ET4820200025,7,2234.93,2234.93,0,0,3,0
2022-07-25,ET4820200025,12,3859.88,3859.88,0,0,3,0
2022-07-26,ET4820200025,13,4264.87,4264.87,0,0,3,0
2022-07-27,ET4820200025,2,610.48,659.98,45.83,1,3,0.069441498
2022-07-28,ET4820200025,2,659.98,659.98,0,0,3,0
2022-07-29,ET4820200025,1,319.99,319.99,0,0,3,0
2022-07-30,ET4820200025,2,659.98,659.98,0,0,3,0
2022-07-31,ET4820200025,4,1309.96,1309.96,0,0,3,0
2022-08-01,ET4820200025,15,4899.85,4899.85,0,0,3,0
2022-08-02,ET4820200025,4,1319.96,1319.96,0,0,3,0
2022-08-03,ET4820200025,1,329.99,329.99,0,0,3,0
2022-08-04,ET4820200025,2,1260.53,1260.53,0,0,3,0
2022-08-05,ET4820200025,2,1255.75,1255.75,0,0,3,0
2022-08-06,ET4820200025,3,1320.54,1580.52,259.98,1,3,0.164490168
2022-08-07,ET4820200025,1,508,930.54,422.54,1,3,0.454080426
2022-08-08,ET4820200025,4,1645.15,1920.51,275.37,1,3,0.143383789
2022-08-09,ET4820200025,8,2437.29,2437.29,0,0,3,0
2022-08-10,ET4820200025,4,1271.54,1271.54,0,0,3,0
2022-08-11,ET4820200025,4,1242.07,1242.07,0,0,3,0
2022-08-12,ET4820200025,3,1656.65,2164.31,507.66,1,3,0.234559744
2022-08-13,ET4820200025,8,2697.62,3012.62,315,1,3,0.10456015
2022-08-15,ET4820200025,9,2804.03,2804.03,0,0,3,0
2022-08-17,ET4820200025,3,1251.63,1563,311.37,1,3,0.199213052
2022-08-18,ET4820200025,2,935.51,1267.74,332.23,1,3,0.262064777
2022-08-19,ET4820200025,5,1883.25,2257.71,370.79,1,3,0.164232785
2022-08-20,ET4820200025,1,632.37,898.16,265.78,1,3,0.295916095
2022-08-22,ET4820200025,3,989.97,989.97,0,0,3,0
2022-08-23,ET4820200025,1,329.99,329.99,0,0,3,0
2022-08-24,ET4820200025,3,1243,1514.82,271.83,1,3,0.179447063
2022-08-25,ET4820200025,31,9713.31,9713.31,0,0,3,0
2022-08-26,ET4820200025,44,13696.48,13938.15,241.67,1,3,0.017338743
2022-08-27,ET4820200025,43,13476.29,13749.99,273.71,1,3,0.019906196
2022-08-28,ET4820200025,1,492.67,924.94,432.27,1,3,0.467349233
2022-08-29,ET4820200025,99,32251.4,32981.89,730.5,1,3,0.022148518
2022-08-30,ET4820200025,62,20211.73,20211.73,0,0,3,0
2022-08-31,ET4820200025,52,18076.66,18076.66,0,0,3,0
2022-09-01,ET4820200025,46,15402.42,15402.42,0,0,4,0
2022-09-02,ET4820200025,33,11512.35,11512.35,0,0,4,0
2022-09-03,ET4820200025,17,5949.83,5949.83,0,0,4,0
2022-09-05,ET4820200025,71,24546.61,24546.61,0,0,4,0
2022-09-06,ET4820200025,42,14587.79,14587.79,0,0,4,0
2022-09-07,ET4820200025,56,19353.01,19353.01,0,0,4,0
2022-09-08,ET4820200025,53,18088.3,18088.3,0,0,4,0
2022-09-09,ET4820200025,10,3652.23,3925.14,272.91,1,4,0.06952873
2022-09-10,ET4820200025,132,45708.76,45708.76,0,0,4,0
2022-09-11,ET4820200025,1,902.72,902.72,0,0,4,0
2022-09-12,ET4820200025,7,2469.93,2469.93,0,0,4,0
2022-09-13,ET4820200025,2,983.12,1239.69,256.57,1,4,0.206963031
2022-09-14,ET4820200025,271,96061.8,96061.8,0,0,4,0
2022-09-15,ET4820200025,37,14299.63,14299.63,0,0,4,0
2022-09-16,ET4820200025,56,22042.97,22318.48,275.51,1,4,0.012344479
2022-09-17,ET4820200025,57,22159.93,22159.93,0,0,4,0
2022-09-19,ET4820200025,116,44536.48,44536.48,0,0,4,0
2022-09-20,ET4820200025,48,19721.7,19721.7,0,0,4,0
2022-09-21,ET4820200025,35,13469.65,13469.65,0,0,4,0
2022-09-22,ET4820200025,58,22502.46,22502.46,0,0,4,0
2022-09-23,ET4820200025,32,12427.75,12427.75,0,0,4,0
2022-09-26,ET4820200025,116,45084.5,45084.5,0,0,4,0
2022-09-27,ET4820200025,46,17769.14,17769.14,0,0,4,0
2022-09-28,ET4820200025,31,12069.69,12069.69,0,0,4,0
2022-09-29,ET4820200025,52,20032.39,20032.39,0,0,4,0
2022-09-30,ET4820200025,49,18752.84,18752.84,0,0,4,0
2022-10-01,ET4820200025,32,12453.2,12453.2,0,0,4,0
2022-10-02,ET4820200025,1,745.63,891.78,146.14,1,4,0.163874498
2022-10-03,ET4820200025,112,43118.88,43118.88,0,0,4,0
2022-10-04,ET4820200025,27,10509.73,10509.73,0,0,4,0
2022-10-05,ET4820200025,53,20649.47,20649.47,0,0,4,0
2022-10-06,ET4820200025,65,23504.65,23504.65,0,0,4,0
2022-10-07,ET4820200025,70,25034.15,25034.15,0,0,4,0
2022-10-08,ET4820200025,37,13229.63,13229.63,0,0,4,0
2022-10-10,ET4820200025,100,36729,36729,0,0,4,0
2022-10-11,ET4820200025,79,29507.21,29507.21,0,0,4,0
2022-10-12,ET4820200025,75,27559.5,27559.5,0,0,4,0
2022-10-13,ET4820200025,60,21671.4,21671.4,0,0,4,0
2022-10-14,ET4820200025,96,35119.04,35119.04,0,0,4,0
2022-10-15,ET4820200025,62,22229.38,22229.38,0,0,4,0
2022-10-17,ET4820200025,158,58224.58,58224.58,0,0,4,0
2022-10-18,ET4820200025,132,49091.19,49091.19,0,0,4,0
2022-10-19,ET4820200025,213,79821.74,79821.74,0,0,4,0
2022-10-20,ET4820200025,58,22536.87,22536.87,0,0,4,0
2022-10-21,ET4820200025,85,32206.04,32206.04,0,0,4,0
2022-10-22,ET4820200025,54,20235.67,20235.67,0,0,4,0
2022-10-24,ET4820200025,137,50971.33,50971.33,0,0,4,0
2022-10-25,ET4820200025,67,25083.7,25083.7,0,0,4,0
2022-10-26,ET4820200025,63,24250.47,24250.47,0,0,4,0
2022-10-27,ET4820200025,56,20921.68,20921.68,0,0,4,0
2022-10-28,ET4820200025,84,31279.16,31279.16,0,0,4,0
2022-10-31,ET4820200025,166,61215.35,61312.85,90.28,1,4,0.001472448
2022-11-01,ET4820200025,7,2709.93,2709.93,0,0,4,0
2022-11-02,ET4820200025,103,39055.75,39055.75,0,0,4,0
2022-11-03,ET4820200025,62,23902.51,23933.94,31.43,1,4,0.001313198
2022-11-04,ET4820200025,44,16434.16,16434.16,0,0,4,0
2022-11-05,ET4820200025,30,11389.32,11389.32,0,0,4,0
2022-11-07,ET4820200025,77,28157.39,28157.39,0,0,4,0
2022-11-08,ET4820200025,211,76539.89,76637.39,90.28,1,4,0.001178015
2022-11-09,ET4820200025,151,54013.83,54013.83,0,0,4,0
2022-11-10,ET4820200025,295,104609.14,104609.14,0,0,4,0
2022-11-11,ET4820200025,306,108037.97,108037.97,0,0,4,0
2022-11-12,ET4820200025,205,71984.19,71984.19,0,0,4,0
2022-11-14,ET4820200025,401,140360.4,140360.4,0,0,4,0
2022-11-15,ET4820200025,142,48834.09,48834.09,0,0,4,0
2022-11-16,ET4820200025,325,112793.53,112793.53,0,0,4,0
2022-11-17,ET4820200025,194,67681.78,67681.78,0,0,4,0
2022-11-18,ET4820200025,722,257573.2,257655.74,82.54,1,4,0.00032035
2022-11-19,ET4820200025,249,89628.95,89628.95,0,0,4,0
2022-11-21,ET4820200025,429,156618.73,156618.73,0,0,4,0
2022-11-22,ET4820200025,249,89410.28,89410.28,0,0,4,0
2022-11-23,ET4820200025,229,80696.68,80696.68,0,0,4,0
2022-11-24,ET4820200025,343,120912.43,120912.43,0,0,4,0
2022-11-25,ET4820200025,170,59275.07,59310.07,35,1,4,0.000590119
2022-11-26,ET4820200025,252,87045.45,87086.01,40.56,1,4,0.000465746
2022-11-27,ET4820200025,4,1726.45,2012.09,285.64,1,4,0.141961841
2022-11-28,ET4820200025,298,104315,104427.86,112.86,1,4,0.001080746
2022-11-29,ET4820200025,411,143987.26,144178.27,191.01,1,4,0.001324818
2022-11-30,ET4820200025,192,67079.04,67135.06,56.02,1,4,0.000834437
2022-12-01,ET4820200025,92,32233.23,32264.55,31.32,1,1,0.000970725
2022-12-02,ET4820200025,133,46661.73,46661.73,0,0,1,0
2022-12-05,ET4820200025,284,99629.35,99629.35,0,0,1,0
2022-12-06,ET4820200025,135,47775.43,47775.43,0,0,1,0
2022-12-07,ET4820200025,98,34703.21,34703.21,0,0,1,0
2022-12-08,ET4820200025,158,56334.82,56334.82,0,0,1,0
2022-12-09,ET4820200025,154,53564.83,53564.83,0,0,1,0
2022-12-10,ET4820200025,78,27403.32,27403.32,0,0,1,0
2022-12-12,ET4820200025,104,36533.12,36533.12,0,0,1,0
2022-12-13,ET4820200025,110,38532.18,38561.18,29,1,1,0.000752052
2022-12-14,ET4820200025,78,27272.65,27299.06,26.41,1,1,0.000967433
2022-12-15,ET4820200025,103,36033.71,36134.31,97.93,1,1,0.002710167
2022-12-16,ET4820200025,101,35129.72,35169.75,40.03,1,1,0.001138194
2022-12-19,ET4820200025,205,71903.02,71964.63,61.62,1,1,0.000856254
2022-12-20,ET4820200025,104,36252.41,36252.41,0,0,1,0
2022-12-21,ET4820200025,403,139784.08,139799.99,15.91,1,1,0.000113805
2022-12-22,ET4820200025,106,37287.74,37317.6,29.86,1,1,0.000800159
2022-12-23,ET4820200025,42,14716.67,14716.67,0,0,1,0
2022-12-24,ET4820200025,64,22747.02,22765.93,18.91,1,1,0.000830627
2022-12-26,ET4820200025,163,57528.84,57595.77,66.93,1,1,0.001162065
2022-12-27,ET4820200025,131,47755.37,47755.37,0,0,1,0
2022-12-28,ET4820200025,54,20742.32,20742.32,0,0,1,0
2022-12-29,ET4820200025,52,19777.88,19807.32,29.44,1,1,0.001486319
2022-12-30,ET4820200025,27,10809.4,10809.4,0,0,1,0
2022-12-31,ET4820200025,13,5079.62,5129.96,50.34,1,1,0.009812942
2023-01-03,4A0100000001,1,699.99,699.99,0,0,1,0
2023-01-09,4A0100000001,3,1422.85,1899.97,441.78,1,1,0.232519461
2023-01-10,4A0100000001,4,1902.14,1902.14,0,0,1,0
2023-01-11,4A0100000001,2,986.83,999.98,13.15,1,1,0.013150263
2023-01-12,4A0100000001,11,5389.01,5406.56,17.55,1,1,0.003246057
2023-01-13,4A0100000001,3,1499.97,1499.97,0,0,1,0
2023-01-14,4A0100000001,5,2431.46,2431.46,0,0,1,0
2023-01-16,4A0100000001,2,999.98,999.98,0,0,1,0
2023-01-17,4A0100000001,1,486.74,499.99,13.25,1,1,0.02650053
2023-01-18,4A0100000001,4,1950.78,1950.78,0,0,1,0
2023-01-19,4A0100000001,5,2637.47,2699.95,58.94,1,1,0.021830034
2023-01-21,4A0100000001,1,486.09,499.99,13.9,1,1,0.027800556
2023-01-24,4A0100000001,1,499.99,499.99,0,0,1,0
2023-01-25,4A0100000001,2,999.98,999.98,0,0,1,0
2023-01-26,4A0100000001,3,1513.51,2149.97,589.31,1,1,0.274101499
2023-01-27,4A0100000001,1,499.99,499.99,0,0,1,0
2023-01-30,4A0100000001,3,1484.97,1499.97,15,1,1,0.0100002
2023-01-31,4A0100000001,2,759.98,884.98,115.74,1,1,0.130782617
2023-02-03,4A0100000001,1,372.71,372.71,0,0,1,0
2023-02-06,4A0100000001,7,2681.91,3199.93,484.68,1,1,0.151465813
2023-02-08,4A0100000001,1,424.99,424.99,0,0,1,0
2023-02-13,4A0100000001,8,3282.26,3999.92,667.65,1,1,0.166915838
2023-02-15,4A0100000001,13,4899.88,6499.87,1481.46,1,1,0.227921482
2023-02-16,4A0100000001,2,849.98,999.98,138.89,1,1,0.138892778
2023-02-18,4A0100000001,2,799.98,999.98,185.18,1,1,0.185183704
2023-02-19,4A0100000001,5,2207.52,2499.95,273.91,1,1,0.109566191
2023-02-20,4A0100000001,6,2349.94,2999.94,601.84,1,1,0.200617346
2023-02-21,4A0100000001,8,3402.65,3993.25,548.01,1,1,0.137234083
2023-02-22,4A0100000001,16,7556.29,8194.55,590.98,1,1,0.072118664
2023-02-23,4A0100000001,3,1109.26,1499.97,362.93,1,1,0.241958172
2023-02-25,4A0100000001,7,2749.93,3449.93,648.14,1,1,0.187870479
2023-02-27,4A0100000001,11,4784.01,5639.89,795.37,1,1,0.1410258
2023-02-28,4A0100000001,13,5618.92,6499.87,819.83,1,1,0.126130215
2023-03-01,4A0100000001,8,3099.92,3999.92,833.32,1,2,0.208334167
2023-03-02,4A0100000001,6,2911.48,2911.48,0,0,2,0
2023-03-03,4A0100000001,7,2995.31,3524.93,492.76,1,2,0.139792847
2023-03-04,4A0100000001,2,799.98,999.98,185.19,1,2,0.185193704
2023-03-06,4A0100000001,11,4177.66,5199.9,948.16,1,2,0.182341968
2023-03-07,4A0100000001,5,1980.07,2397.59,387.89,1,2,0.161783291
2023-03-08,4A0100000001,8,3093.72,3849.92,702.49,1,2,0.182468727
2023-03-09,4A0100000001,1,399.99,499.99,92.59,1,2,0.185183704
2023-03-10,4A0100000001,9,3552.19,4274.91,670.86,1,2,0.15692962
2023-03-11,4A0100000001,4,1788.38,2189.96,371.84,1,2,0.169793056
2023-03-12,4A0100000001,1,371.28,499.99,119.45,1,2,0.238904778
2023-03-13,4A0100000001,3,1274.97,1274.97,0,0,2,0
2023-03-14,4A0100000001,7,2776.87,3302.27,488.36,1,2,0.147886151
2023-03-15,4A0100000001,4,1517.97,1767.97,231.48,1,2,0.130929823
2023-03-16,4A0100000001,4,1674.96,1999.96,300.92,1,2,0.150463009
2023-03-17,4A0100000001,5,2054.7,2354.7,277.77,1,2,0.117964072
2023-03-18,4A0100000001,4,1624.96,1999.96,347.22,1,2,0.173613472
2023-03-20,4A0100000001,8,3464.92,3789.92,300.92,1,2,0.079400093
2023-03-21,4A0100000001,1,374.99,499.99,115.74,1,2,0.23148463
2023-03-23,4A0100000001,3,1234,1499.97,247.45,1,2,0.164969966
2023-03-24,4A0100000001,4,1619.34,1999.96,352.84,1,2,0.176423528
2023-03-25,4A0100000001,3,1224.97,1499.97,254.62,1,2,0.169750062
2023-03-27,4A0100000001,9,3719.91,4449.91,678.15,1,2,0.152396341
2023-03-28,4A0100000001,7,2963.92,3499.93,498.96,1,2,0.142562851
2023-03-29,4A0100000001,3,1374.97,1499.97,115.74,1,2,0.077161543
2023-03-30,4A0100000001,2,749.98,999.98,231.48,1,2,0.23148463
2023-03-31,4A0100000001,4,1488.14,1999.96,474.78,1,2,0.237394748
2023-04-01,4A0100000001,3,1249.97,1499.97,231.48,1,2,0.154323086
2023-04-02,4A0100000001,2,1210.67,1399.98,175.29,1,2,0.125208932
2023-04-03,4A0100000001,6,2656.43,3099.95,410.66,1,2,0.132473104
2023-04-04,4A0100000001,2,849.98,999.98,138.89,1,2,0.138892778
2023-04-05,4A0100000001,5,1924.95,2299.95,347.22,1,2,0.150968499
2023-04-06,4A0100000001,1,399.99,399.99,0,0,2,0
2023-04-08,4A0100000001,22,8325.65,10749.78,2279.67,1,2,0.212066666
2023-04-10,4A0100000001,18,7449.66,8449.82,927.93,1,2,0.10981654
2023-04-11,4A0100000001,31,12107.09,14195.12,1943.57,1,2,0.13691818
2023-04-12,4A0100000001,8,3049.92,3799.92,694.44,1,2,0.182751216
2023-04-13,4A0100000001,6,2474.94,2799.94,300.93,1,2,0.107477303
2023-04-14,4A0100000001,7,3161.64,3349.93,175.49,1,2,0.052386169
2023-04-15,4A0100000001,4,1400.7,1888.2,459.72,1,2,0.243469971
2023-04-17,4A0100000001,5,2211.81,2499.95,269.62,1,2,0.107850157
2023-04-18,4A0100000001,7,2832.93,2832.93,0,0,2,0
2023-04-19,4A0100000001,4,2154.84,2299.97,135.35,1,2,0.058848594
2023-04-22,4A0100000001,1,641.66,699.99,54.01,1,2,0.077158245
2023-04-24,4A0100000001,2,799.98,924.98,115.74,1,2,0.12512703
2023-04-25,4A0100000001,1,602.49,699.99,90.28,1,2,0.128973271
2023-04-27,4A0100000001,1,634.36,699.99,60.77,1,2,0.086815526
2023-04-28,4A0100000001,6,2736.38,3053.69,293.8,1,2,0.096211469
2023-04-30,4A0100000001,2,835.49,999.98,155.23,1,2,0.155233105
2023-05-01,4A0100000001,2,999.98,999.98,0,0,2,0
2023-05-02,4A0100000001,3,1247.12,1499.97,234.33,1,2,0.156223124
2023-05-06,4A0100000001,2,1199.91,1399.98,185.25,1,2,0.132323319
2023-05-08,4A0100000001,1,374.99,499.99,115.74,1,2,0.23148463
2023-05-09,4A0100000001,1,499.99,499.99,0,0,2,0
2023-05-10,4A0100000001,3,1199.97,1324.97,115.74,1,2,0.087352921
2023-05-13,4A0100000001,2,967.93,967.93,0,0,2,0
2023-05-15,4A0100000001,22,9370.66,11051.24,1558.46,1,2,0.141021279
2023-05-16,4A0100000001,11,4531.36,5499.89,900,1,2,0.163639636
2023-05-17,4A0100000001,21,8669.29,10552.3,1750.77,1,2,0.165913592
2023-05-18,4A0100000001,12,4699.24,5799.88,1024.7,1,2,0.176676069
2023-05-19,4A0100000001,15,6086.96,6907.86,765.34,1,2,0.110792633
2023-05-20,4A0100000001,6,2221.59,2499.95,269.1,1,2,0.107642153
2023-05-22,4A0100000001,22,8707.6,9870.1,1079.16,1,2,0.109336278
2023-05-23,4A0100000001,30,12730.13,13956.79,1143.3,1,2,0.081917117
2023-05-24,4A0100000001,21,8204.74,9311.82,1025.59,1,2,0.110138512
2023-05-25,4A0100000001,15,5873.73,7004.85,1055.18,1,2,0.150635631
2023-05-26,4A0100000001,14,5576.87,6324.87,696.14,1,2,0.110063922
2023-05-27,4A0100000001,10,3996.27,4614.78,575.91,1,2,0.124796848
2023-05-29,4A0100000001,14,5299.91,6649.86,1268.46,1,2,0.19074988
2023-05-30,4A0100000001,4,1757.59,1757.59,0,0,2,0
2023-05-31,4A0100000001,23,8719.86,9722.2,929.75,1,2,0.095631647
2023-06-01,4A0100000001,13,5173.57,5398.57,208.33,1,3,0.038589849
2023-06-02,4A0100000001,24,10321.26,10826.29,467.61,1,3,0.043192081
2023-06-03,4A0100000001,10,4114.24,4514.24,370.36,1,3,0.082042603
2023-06-05,4A0100000001,5,2044.28,2331.26,268.46,1,3,0.115156611
2023-06-06,4A0100000001,15,6145,6845,648.14,1,3,0.094688093
2023-06-07,4A0100000001,7,2759.5,3499.93,688.57,1,3,0.19673822
2023-06-08,4A0100000001,4,1654.92,1935.97,262.53,1,3,0.13560644
2023-06-09,4A0100000001,2,1199.98,1199.98,0,0,3,0
2023-06-10,4A0100000001,10,4138.6,4763.6,578.7,1,3,0.121483752
2023-06-12,4A0100000001,9,3717.91,4449.91,678.29,1,3,0.152427802
2023-06-13,4A0100000001,28,11435.88,13866.13,2254.3,1,3,0.162576004
2023-06-14,4A0100000001,19,7436.15,9499.81,1926.6,1,3,0.202804056
2023-06-15,4A0100000001,14,5928.05,6466.56,501.47,1,3,0.077548186
2023-06-16,4A0100000001,5,2036.83,2462.07,397.46,1,3,0.161433266
2023-06-17,4A0100000001,4,2015.84,2065.84,46.3,1,3,0.022412191
2023-06-18,4A0100000001,9,4364.06,5099.91,684.99,1,3,0.134314135
2023-06-19,4A0100000001,11,4437.65,5407.11,906.48,1,3,0.167645933
2023-06-20,4A0100000001,11,4151.34,5449.89,1211.5,1,3,0.222298065
2023-06-21,4A0100000001,9,3755.2,4499.91,692.85,1,3,0.153969746
2023-06-22,4A0100000001,15,6375.76,7262.4,823.67,1,3,0.113415675
2023-06-23,4A0100000001,14,5456.76,6999.86,1439.37,1,3,0.205628398
2023-06-24,4A0100000001,10,4367.44,4979.9,569.86,1,3,0.114432017
2023-06-26,4A0100000001,12,5115.61,6179.88,986.56,1,3,0.15964064
2023-06-27,4A0100000001,2,874.98,999.98,115.74,1,3,0.115742315
2023-07-03,4A0100000001,21,8394.07,9926.08,1419.03,1,3,0.142959759
